releasedate_nfp,actual_nfp,forecast_nfp,surp_nfp,releasedate_unemp,actual_unemp,forecast_unemp,surp_unemp,releasedate_corecpi,actual_corecpi,forecast_corecpi,surp_corecpi,releasedate_gdp,actual_gdp,forecast_gdp,surp_gdp,releasedate_retsailes,actual_retsailes,forecast_retsailes,surp_retsailes,releasedate_ism_pmi,actual_ism_pmi,forecast_ism_pmi,surp_ism_pmi,releasedate_dgorders,actual_dgorders,forecast_dgorders,surp_dgorders,releasedate_newhomesales,actual_newhomesales,forecast_newhomesales,surp_newhomesales,releasedate_consconfid,actual_consconfid,forecast_consconfid,surp_consconfid,releasedate_avghourlyearnmings,actual_avghourlyearnmings,forecast_avghourlyearnmings,surp_avghourlyearnmings,releasedate_cpi,actual_cpi,forecast_cpi,surp_cpi,releasedate_tradebal,actual_tradebal,forecast_tradebal,surp_tradebal,releasedate_indprod,actual_indprod,forecast_indprod,surp_indprod
07.06.2002,41,65,-24,07.06.2002,5.8,6.1,-0.3,18.06.2002,0.158061117,0.1,0.1,28.04.2011,1.7,2,-0.3,15.11.2005,-0.1,-0.8,0.7,01.07.2002,NA,NA,0.4,28.01.2004,-0.0484998,2,-2.0484998,24.12.2003,1.082,1.1,-0.018,01.07.2005,96,94.8,1.2,04.03.2005,0.125944584,0.2,-0.1,18.06.2002,0,0,0,20.06.2002,-35.938,-32.4,-3.5,14.06.2002,0.2,0.5,-0.3
05.07.2002,36,104,-68,05.07.2002,5.9,5.9,0,19.07.2002,0.052603893,0.2,-0.1,29.07.2011,1.3,1.8,-0.5,13.12.2005,0.3,0.5,-0.2,01.08.2002,NA,NA,-4.5,26.02.2004,-1.759795,1.2,-2.959795,28.01.2004,1.06,1.083,-0.023,29.07.2005,96.5,96.5,0,01.04.2005,0.314465409,0.2,0.1,19.07.2002,0.11142061,0.2,-0.1,19.07.2002,-37.638,-35,-2.6,16.07.2002,0.8,0.4,0.4
02.08.2002,6,75,-69,02.08.2002,5.9,5.9,0,16.08.2002,0.157728707,0.2,0,27.10.2011,2.5,2.5,0,13.01.2006,0.7,0.8,-0.1,03.09.2002,NA,NA,-1.5,24.03.2004,2.49976302,1.7,0.79976302,26.02.2004,1.106,1.1,0.006,26.08.2005,89.1,92.5,-3.4,06.05.2005,0.313479624,0.3,0,16.08.2002,0.11129661,0.2,-0.1,20.08.2002,-37.161,-37.3,0.1,15.08.2002,0.2,0.1,0.1
06.09.2002,39,40,-1,06.09.2002,5.7,5.9,-0.2,18.09.2002,0.31496063,0.2,0.1,27.01.2012,2.8,3,-0.2,14.02.2006,2.3,1,1.3,01.10.2002,NA,NA,-0.6,23.04.2004,3.3773925,0.5,2.8773925,24.03.2004,1.163,1.084,0.079,30.09.2005,76.9,78,-1.1,03.06.2005,0.1875,0.3,-0.1,18.09.2002,0.33351862,0.2,0.1,18.09.2002,-34.554,-37.1,2.5,17.09.2002,-0.3,0.1,-0.4
04.10.2002,-43,-8,-35,04.10.2002,5.6,5.9,-0.3,18.10.2002,0.104657248,0.2,-0.1,27.04.2012,2.2,2.5,-0.3,14.03.2006,-1.3,-0.7,-0.6,01.11.2002,NA,NA,-1,26.05.2004,-2.8691375,-0.8,-2.0691375,26.04.2004,1.228,1.175,0.053,28.10.2005,74.2,76.2,-2,08.07.2005,0.187149095,0.3,-0.1,18.10.2002,0.16620499,0.2,0,18.10.2002,-38.46,-36,-2.5,17.10.2002,-0.1,0.1,-0.2
01.11.2002,-5,-3,-2,01.11.2002,5.7,5.8,-0.1,19.11.2002,0.156821746,0.2,0,27.07.2012,1.5,1.5,0,13.04.2006,0.6,0.5,0.1,02.12.2002,NA,NA,-1.1,24.06.2004,-1.6495746,1.1,-2.7495746,26.05.2004,1.093,1.195,-0.102,23.11.2005,81.6,80.5,1.1,05.08.2005,0.435865504,0.2,0.2,19.11.2002,0.27654867,0.3,0,19.11.2002,-38.026,-38,0,15.11.2002,-0.8,-0.3,-0.5
06.12.2002,-40,28,-68,06.12.2002,6,5.8,0.2,17.12.2002,0.1565762,0.2,0,26.10.2012,2,1.9,0.1,11.05.2006,0.5,0.7,-0.2,02.01.2003,NA,NA,4.7,28.07.2004,0.74060447,1.5,-0.75939553,24.06.2004,1.369,1.123,0.246,23.12.2005,91.5,89,2.5,02.09.2005,0.185988841,0.2,0,17.12.2002,0.1103144,0.1,0,18.12.2002,-35.066,-36.5,1.4,17.12.2002,0.1,0.2,-0.1
10.01.2003,-101,37,-138,10.01.2003,6,6,0,16.01.2003,0.052110474,0.2,-0.1,30.01.2013,-0.1,1.1,-1.2,13.06.2006,0.1,0.1,0,03.02.2003,NA,NA,-0.6,25.08.2004,1.6760067,0.8,0.8760067,27.07.2004,1.326,1.255,0.071,03.02.2006,91.2,93,-1.8,07.10.2005,0.123762376,0.3,-0.2,16.01.2003,0.05509642,0.2,-0.1,17.01.2003,-40.097,-36.8,-3.3,17.01.2003,-0.2,0.3,-0.5
07.02.2003,143,75,68,07.02.2003,5.7,6,-0.3,21.02.2003,0.15625,0.2,0,26.04.2013,2.5,3,-0.5,14.07.2006,-0.1,0.4,-0.5,03.03.2003,NA,NA,-1.9,24.09.2004,-0.4570142,0.1,-0.5570142,25.08.2004,1.134,1.29,-0.156,03.03.2006,86.7,87.5,-0.8,04.11.2005,0.556242274,0.2,0.4,21.02.2003,0.33039648,0.3,0,20.02.2003,-44.242,-38.5,-5.7,14.02.2003,0.7,0.3,0.4
07.03.2003,-308,22,-330,07.03.2003,5.8,5.8,0,21.03.2003,0.10400416,0.2,-0.1,31.07.2013,1.7,1,0.7,11.08.2006,1.4,0.8,0.6,01.04.2003,NA,NA,-2.6,27.10.2004,0.21353625,0.5,-0.28646375,27.09.2004,1.184,1.178,0.006,31.03.2006,88.9,87,1.9,02.12.2005,0.307314075,0.2,0.1,21.03.2003,0.60373216,0.5,0.1,12.03.2003,-41.115,-43.7,2.6,14.03.2003,0.1,0,0.1
04.04.2003,-108,-25,-83,04.04.2003,5.8,5.9,-0.1,16.04.2003,0,0.2,-0.2,07.11.2013,2.8,2,0.8,14.09.2006,0.2,-0.2,0.4,01.05.2003,NA,NA,-1.6,24.11.2004,-0.4381761,0.2,-0.6381761,27.10.2004,1.206,1.145,0.061,28.04.2006,87.4,89,-1.6,06.01.2006,0.12254902,0.2,-0.1,16.04.2003,0.32733224,0.4,-0.1,10.04.2003,-40.323,-42,1.7,15.04.2003,-0.5,-0.2,-0.3
02.05.2003,-48,-75,27,02.05.2003,6,5.9,0.1,16.05.2003,0,0.1,-0.1,30.01.2014,3.2,3.2,0,13.10.2006,-0.4,0.2,-0.6,02.06.2003,NA,NA,1.1,23.12.2004,1.60229717,0.7,0.90229717,24.11.2004,1.226,1.2,0.026,26.05.2006,79.1,79,0.1,03.02.2006,0.428396573,0.3,0.1,16.05.2003,-0.3262643,-0.2,-0.1,13.05.2003,-43.456,-41,-2.5,15.05.2003,-0.5,-0.4,-0.1
06.06.2003,-17,-25,8,06.06.2003,6.1,6.1,0,17.06.2003,0.25974026,0.1,0.2,30.04.2014,0.1,1.2,-1.1,14.11.2006,-0.2,-0.4,0.2,01.07.2003,NA,NA,-1.2,27.01.2005,0.62480224,0.7,-0.07519776,23.12.2004,1.125,1.2,-0.075,30.06.2006,84.9,82.4,2.5,10.03.2006,0.365630713,0.3,0.1,17.06.2003,0,-0.1,0.1,13.06.2003,-42.028,-42,0,17.06.2003,0.1,0,0.1
03.07.2003,-30,0,-30,03.07.2003,6.4,6.1,0.3,16.07.2003,0,0.1,-0.1,30.07.2014,3.9,3,0.9,13.12.2006,1,0.2,0.8,01.08.2003,NA,NA,-0.1,24.02.2005,-0.8617662,0,-0.8617662,31.01.2005,1.098,1.22,-0.122,28.07.2006,84.7,83,1.7,07.04.2006,0.121432908,0.3,-0.2,16.07.2003,0.16366612,0.2,0,11.07.2003,-41.837,-41.7,-0.1,16.07.2003,0.1,-0.1,0.2
01.08.2003,-44,0,-44,01.08.2003,6.2,6.3,-0.1,15.08.2003,0.207253886,0.1,0.1,30.10.2014,3.5,3,0.5,12.01.2007,0.9,0.7,0.2,02.09.2003,NA,NA,1.2,24.03.2005,0.31621383,0.8,-0.48378617,28.02.2005,1.106,1.15,-0.044,01.09.2006,82,79.5,2.5,05.05.2006,0.727713766,0.3,0.2,15.08.2003,0.16339869,0.2,0,14.08.2003,-39.549,-42,2.5,15.08.2003,0.5,0.1,0.4
05.09.2003,-93,5,-98,05.09.2003,6.1,6.2,-0.1,16.09.2003,0.103412616,0.2,-0.1,30.01.2015,2.6,3,-0.4,14.02.2007,0,0.4,-0.4,01.10.2003,NA,NA,-2.7,27.04.2005,-2.8197936,0.2,-3.0197936,24.03.2005,1.226,1.15,0.076,29.09.2006,85.4,85,0.4,02.06.2006,0.060204696,0.3,-0.2,16.09.2003,0.32626427,0.4,-0.1,11.09.2003,-40.323,-40.5,0.2,15.09.2003,0.1,0.2,-0.1
03.10.2003,57,-25,82,03.10.2003,6.1,6.2,-0.1,16.10.2003,0.051652893,0.2,-0.1,29.04.2015,0.2,1,-0.8,13.03.2007,0.1,0.3,-0.2,03.11.2003,NA,NA,1,25.05.2005,1.88562156,1.2,0.68562156,26.04.2005,1.431,1.198,0.233,27.10.2006,93.6,92.4,1.2,07.07.2006,0.481347774,0.3,0.2,16.10.2003,0.27100271,0.3,0,10.10.2003,-39.207,-41.5,2.3,16.10.2003,0.4,0.4,0
07.11.2003,126,50,76,07.11.2003,6,6.1,-0.1,18.11.2003,0.206504904,0.2,0,30.07.2015,2.3,2.6,-0.3,16.04.2007,0.7,0.8,-0.1,01.12.2003,NA,NA,5.3,24.06.2005,5.5122369,1.6,3.9122369,26.05.2005,1.316,1.33,-0.014,22.11.2006,92.1,93.3,-1.2,04.08.2006,0.359281437,0.3,0.1,18.11.2003,0,0.1,-0.1,13.11.2003,-41.272,-40.5,-0.8,14.11.2003,0.2,0.2,0
05.12.2003,57,140,-83,05.12.2003,5.9,6,-0.1,16.12.2003,-0.051519835,0.1,-0.2,29.10.2015,1.5,1.6,-0.1,11.05.2007,-0.2,0.3,-0.5,02.01.2004,NA,NA,5.2,27.07.2005,1.3510016,-1.5,2.8510016,24.06.2005,1.298,1.333,-0.035,22.12.2006,91.7,90.2,1.5,01.09.2006,0.178997613,0.3,-0.2,16.12.2003,-0.2162162,0.1,-0.3,12.12.2003,-41.773,-41.3,-0.5,16.12.2003,0.9,0.4,0.5
09.01.2004,1,127,-126,09.01.2004,5.7,5.9,-0.2,15.01.2004,0.103092784,0.1,0,29.01.2016,0.7,0.8,-0.1,13.06.2007,1.4,0.7,0.7,02.02.2004,NA,NA,-0.4,24.08.2005,-4.9098848,-1,-3.9098848,27.07.2005,1.374,1.293,0.081,02.02.2007,96.9,98,-1.1,06.10.2006,0.297796307,0.3,-0.1,15.01.2004,0.21668472,0.2,0,14.01.2004,-38.01,-42,4,16.01.2004,0.1,0.4,-0.3
06.02.2004,112,125,-13,06.02.2004,5.6,5.7,-0.1,20.02.2004,0.102986612,0.1,0,28.04.2016,0.5,0.7,-0.2,13.07.2007,-0.9,0.1,-1,01.03.2004,NA,NA,-0.6,28.09.2005,3.34507991,1,2.34507991,24.08.2005,1.41,1.336,0.074,02.03.2007,91.3,93.3,-2,03.11.2006,0.41567696,0.3,0.1,20.02.2004,0.48674959,0.3,0.2,13.02.2004,-42.478,-40,-2.5,17.02.2004,0.8,0.7,0.1
05.03.2004,21,128,-107,05.03.2004,5.6,5.6,0,17.03.2004,0.205761317,0.1,0.1,29.07.2016,1.2,2.6,-1.4,13.08.2007,0.3,0.3,0,01.04.2004,NA,NA,2,27.10.2005,-2.0935996,-1.1,-0.9935996,27.09.2005,1.237,1.35,-0.113,30.03.2007,88.4,88.8,-0.4,08.12.2006,0.177409817,0.3,-0.1,17.03.2004,0.26910657,0.3,0,10.03.2004,-43.057,-42.2,-0.9,15.03.2004,0.7,0.3,0.4
02.04.2004,308,100,208,02.04.2004,5.7,5.6,0.1,14.04.2004,0.359342916,0.2,0.2,28.10.2016,2.9,2.5,0.4,14.09.2007,0.3,0.6,-0.3,03.05.2004,NA,NA,-0.6,29.11.2005,3.42859624,1.2,2.22859624,27.10.2005,1.222,1.25,-0.028,27.04.2007,87.1,85,2.1,05.01.2007,0.590318772,0.3,0.2,14.04.2004,0.48309179,0.3,0.2,14.04.2004,-42.086,-42.6,0.5,16.04.2004,-0.2,0.2,-0.4
07.05.2004,288,185,103,07.05.2004,5.6,5.6,0,14.05.2004,0.255754476,0.2,0.1,27.01.2017,1.9,2.2,-0.3,12.10.2007,0.6,0.3,0.3,01.06.2004,NA,NA,0.8,23.12.2005,4.35366447,0.9,3.45366447,29.11.2005,1.424,1.188,0.236,01.06.2007,88.3,88.4,-0.1,02.02.2007,0.29342723,0.3,-0.1,14.05.2004,0.21367521,0.2,0,12.05.2004,-45.958,-42.9,-3.1,14.05.2004,0.8,0.3,0.5
04.06.2004,248,223,25,04.06.2004,5.6,5.6,0,15.06.2004,0.204081633,0.2,0,28.04.2017,0.7,1.2,-0.5,14.11.2007,0.2,0.2,0,01.07.2004,NA,NA,-0.3,26.01.2006,1.25291815,1,0.25291815,23.12.2005,1.245,1.3,-0.055,29.06.2007,85.3,84.8,0.5,09.03.2007,0.409596255,0.3,0.1,15.06.2004,0.63965885,0.4,0.2,14.06.2004,-48.327,-45,-3.3,16.06.2004,1.1,0.8,0.3
02.07.2004,112,260,-148,02.07.2004,5.6,5.6,0,16.07.2004,0.101832994,0.2,-0.1,28.07.2017,2.6,2.6,0,13.12.2007,1.2,0.6,0.6,02.08.2004,NA,NA,0,24.02.2006,-10.208274,-1,-9.208274,27.01.2006,1.269,1.233,0.036,27.07.2007,90.4,91,-0.6,06.04.2007,0.34965035,0.3,0,16.07.2004,0.31779661,0.3,0,13.07.2004,-45.954,-47.8,1.8,15.07.2004,-0.3,0,-0.3
06.08.2004,32,220,-188,06.08.2004,5.5,5.6,-0.1,17.08.2004,0.1017294,0.2,-0.1,27.10.2017,3,2.5,0.5,15.01.2008,-0.4,0,-0.4,01.09.2004,NA,NA,-1.3,24.03.2006,2.61027943,1,1.61027943,27.02.2006,1.233,1.27,-0.037,31.08.2007,83.4,82.5,0.9,04.05.2007,0.174216028,0.3,-0.1,17.08.2004,-0.0527983,0.1,-0.2,13.08.2004,-55.815,-47,-8.8,17.08.2004,0.4,0.4,0
03.09.2004,144,150,-6,03.09.2004,5.4,5.5,-0.1,16.09.2004,0.050813008,0.2,-0.1,26.01.2018,2.6,3,-0.4,13.02.2008,0.3,-0.3,0.6,01.10.2004,NA,NA,-0.5,26.04.2006,6.13114633,2.3,3.83114633,24.03.2006,1.08,1.2,-0.12,28.09.2007,83.4,84,-0.6,01.06.2007,0.289855072,0.3,0,16.09.2004,0.0528262,0.2,-0.1,10.09.2004,-50.145,-52.8,2.7,15.09.2004,0.1,0.4,-0.3
08.10.2004,96,158,-62,08.10.2004,5.4,5.4,0,19.10.2004,0.30472321,0.2,0.1,27.04.2018,2.3,2,0.3,13.03.2008,-0.6,0.2,-0.8,01.11.2004,NA,NA,-1.7,24.05.2006,-4.7575887,0,-4.7575887,26.04.2006,1.213,1.12,0.093,26.10.2007,80.9,82,-1.1,06.07.2007,0.462427746,0.3,0,19.10.2004,0.15839493,0.2,0,14.10.2004,-54.041,-51,-3,15.10.2004,0.1,0.4,-0.3
05.11.2004,337,160,177,05.11.2004,5.5,5.4,0.1,17.11.2004,0.202531646,0.1,0.1,27.07.2018,4.1,4.1,0,14.04.2008,0.2,0,0.2,01.12.2004,NA,NA,0.8,23.06.2006,-0.2714664,1,-1.2714664,24.05.2006,1.198,1.139,0.059,21.11.2007,76.1,75,1.1,03.08.2007,0.402761795,0.3,0,17.11.2004,0.63257775,0.4,0.2,10.11.2004,-51.559,-53.5,1.9,17.11.2004,0.7,0.3,0.4
03.12.2004,112,200,-88,03.12.2004,5.4,5.4,0,17.12.2004,0.151591713,0.2,0,26.10.2018,3.5,3.3,0.2,13.05.2008,-0.2,-0.1,-0.1,03.01.2005,NA,NA,0.3,27.07.2006,3.10633897,2.1,1.00633897,26.06.2006,1.234,1.15,0.084,21.12.2007,75.5,74.5,1,07.09.2007,0.286532951,0.3,0,17.12.2004,0.15715034,0.2,0,14.12.2004,-55.464,-52.8,-2.7,14.12.2004,0.3,0.3,0
07.01.2005,157,180,-23,07.01.2005,5.4,5.4,0,19.01.2005,0.15136226,0.2,0,28.02.2019,2.6,2.6,0,12.06.2008,1,0.5,0.5,01.02.2005,NA,NA,-0.7,24.08.2006,-2.4297181,-0.4,-2.0297181,27.07.2006,1.131,1.16,-0.029,01.02.2008,78.4,89,-10.6,05.10.2007,0.4,0.3,0.1,19.01.2005,-0.0523013,0,-0.1,12.01.2005,-60.297,-53.4,-6.9,14.01.2005,0.8,0.4,0.4
04.02.2005,146,185,-39,04.02.2005,5.2,5.4,-0.2,23.02.2005,0.201511335,0.2,0,26.04.2019,3.2,2,1.2,15.07.2008,0.1,0.5,-0.4,01.03.2005,NA,NA,-1.5,27.09.2006,-0.4872541,0.9,-1.3872541,24.08.2006,1.072,1.1,-0.028,29.02.2008,70.8,70,0.8,02.11.2007,0.056915196,0.3,-0.1,23.02.2005,0.05230126,0.2,-0.1,10.02.2005,-56.403,-57.5,1.1,16.02.2005,0,0.3,-0.3
04.03.2005,262,218,44,04.03.2005,5.4,5.2,0.2,23.03.2005,0.251382604,0.2,0.1,26.07.2019,2.1,1.8,0.3,13.08.2008,-0.1,0,-0.1,01.04.2005,NA,NA,0.2,26.10.2006,7.77023494,2,5.77023494,27.09.2006,1.05,1.045,0.005,28.03.2008,69.5,70,-0.5,07.12.2007,0.284414107,0.3,0.2,23.03.2005,0.36591741,0.3,0.1,11.03.2005,-58.27,-56.5,-1.8,16.03.2005,0.3,0.4,-0.1
01.04.2005,110,225,-115,01.04.2005,5.2,5.3,-0.1,20.04.2005,0.351053159,0.2,0.2,30.10.2019,1.9,1.6,0.3,12.09.2008,-0.3,0.3,-0.6,02.05.2005,NA,NA,-1.9,28.11.2006,-8.3167046,-5.1,-3.2167046,26.10.2006,1.075,1.05,0.025,25.04.2008,62.6,68,-5.4,04.01.2008,0.45377198,0.3,.,20.04.2005,0.625,0.4,0.2,12.04.2005,-61.036,-59,-2,15.04.2005,0.3,0.3,0
06.05.2005,274,175,99,06.05.2005,5.2,5.2,0,18.05.2005,0.049975012,0.2,-0.2,30.01.2020,2.1,2.1,0,15.10.2008,-1.2,-0.7,-0.5,01.06.2005,NA,NA,-0.6,22.12.2006,1.89724711,1,0.89724711,29.11.2006,1.004,1.05,-0.046,30.05.2008,59.8,59.5,0.3,01.02.2008,0.225861095,0.3,-0.1,18.05.2005,0.51759834,0.4,0.1,11.05.2005,-54.986,-61.1,6.1,17.05.2005,-0.2,0.2,-0.4
03.06.2005,78,185,-107,03.06.2005,5.1,5.2,-0.1,15.06.2005,0.14985015,0.2,-0.1,29.04.2020,-4.8,-4,-0.8,14.11.2008,-2.8,-2,-0.8,01.07.2005,NA,NA,2.2,26.01.2007,3.09327212,2.8,0.29327212,27.12.2006,1.047,1.023,0.024,27.06.2008,56.4,56.9,-0.5,07.03.2008,0.281690141,0.2,0,15.06.2005,-0.0514933,0.1,-0.2,10.06.2005,-56.963,-58,1,15.06.2005,0.4,0.2,0.2
08.07.2005,146,180,-34,08.07.2005,5,5.1,-0.1,14.07.2005,0.099750623,0.2,-0.1,30.07.2020,-32.9,-34.1,1.2,12.12.2008,-1.8,-1.9,0.1,01.08.2005,NA,NA,1.6,27.02.2007,-7.7535583,-2.4,-5.3535583,26.01.2007,1.12,1.055,0.065,25.07.2008,61.2,56.4,4.8,04.04.2008,0.337078652,0.3,0,14.07.2005,0,0.2,-0.2,13.07.2005,-55.349,-57,1.7,15.07.2005,0.9,0.3,0.6
05.08.2005,207,180,27,05.08.2005,5,5,0,16.08.2005,0.149476831,0.2,-0.1,29.10.2020,33.1,31,2.1,14.01.2009,-2.7,-1.2,-1.5,01.09.2005,NA,NA,-4.4,28.03.2007,2.48857238,3.1,-0.61142762,28.02.2007,0.937,1.083,-0.146,29.08.2008,63,62,1,02.05.2008,0.111982083,0.3,-0.2,16.08.2005,0.51519835,0.4,0.1,12.08.2005,-58.816,-57.2,-1.6,16.08.2005,0.1,0.5,-0.4
02.09.2005,169,195,-26,02.09.2005,4.9,5,-0.1,15.09.2005,0.099502488,0.2,-0.1,28.01.2021,4,4,0,12.02.2009,1,-0.8,1.8,03.10.2005,NA,NA,6.9,25.04.2007,3.41357053,2.3,1.11357053,26.03.2007,0.848,0.995,-0.147,26.09.2008,70.3,70.5,-0.2,06.06.2008,0.33557047,0.2,0.1,15.09.2005,0.51255766,0.5,0,13.09.2005,-57.94,-59.5,1.6,14.09.2005,0.1,0.3,-0.2
07.10.2005,-35,-125,90,07.10.2005,5.1,5.1,0,14.10.2005,0.099403579,0.2,-0.1,29.04.2021,6.4,6.1,0.3,12.03.2009,-0.1,-0.5,0.4,01.11.2005,NA,NA,1.1,24.05.2007,0.6007573,0.7,-0.0992427,25.04.2007,0.858,0.9,-0.042,31.10.2008,57.6,57.5,0.1,03.07.2008,0.390189521,0.3,0,14.10.2005,1.22386537,0.9,0.3,13.10.2005,-59.029,-59.7,0.7,14.10.2005,-1.3,-0.3,-1
04.11.2005,56,100,-44,04.11.2005,5,5.1,-0.1,16.11.2005,0.248262165,0.1,0.1,29.07.2021,6.5,8.5,-2,14.04.2009,-1.1,0.3,-1.4,01.12.2005,NA,NA,0.3,27.06.2007,-2.7821261,-1,-1.7821261,24.05.2007,0.981,0.86,0.121,26.11.2008,55.3,57.9,-2.6,01.08.2008,0.277623542,0.3,0,16.11.2005,0.20151134,0.1,0.1,10.11.2005,-66.106,-60.5,-5.6,17.11.2005,0.9,0.9,0
02.12.2005,215,210,5,02.12.2005,5,5,0,15.12.2005,0.24764735,0.2,0,28.10.2021,2,2.7,-0.7,13.05.2009,-0.4,0,-0.4,03.01.2006,NA,NA,-3.1,26.07.2007,1.41702486,2,-0.58297514,26.06.2007,0.915,0.92,-0.005,23.12.2008,60.1,58.6,1.5,05.09.2008,0.442967885,0.3,0.1,15.12.2005,-0.5530417,-0.3,-0.3,14.12.2005,-68.885,-63,-5.9,15.12.2005,0.7,0.5,0.2
06.01.2006,108,215,-107,06.01.2006,4.9,5,-0.1,18.01.2006,0.197628458,0.2,0,27.01.2022,6.9,5.5,1.4,11.06.2009,0.5,0.5,0,01.02.2006,NA,NA,-1.2,24.08.2007,5.92146042,1.1,4.82146042,26.07.2007,0.834,0.89,-0.056,30.01.2009,61.2,61.9,-0.7,03.10.2008,0.165380375,0.3,-0.1,18.01.2006,-0.0505561,0.2,-0.3,12.01.2006,-64.207,-65.6,1.4,17.01.2006,0.6,0.6,0
03.02.2006,193,250,-57,03.02.2006,4.7,4.9,-0.2,22.02.2006,0.197238659,0.2,0,28.04.2022,-1.4,1.1,-2.5,14.07.2009,0.6,0.4,0.2,01.03.2006,NA,NA,1.1,26.09.2007,-4.885858,-3.1,-1.785858,24.08.2007,0.87,0.825,0.045,27.02.2009,56.3,67,-10.7,07.11.2008,0.220143093,0.2,0,22.02.2006,0.65756196,0.4,0.3,10.02.2006,-65.677,-64.8,-0.9,15.02.2006,-0.2,0.3,-0.5
10.03.2006,243,210,33,10.03.2006,4.8,4.8,0,16.03.2006,0.147637795,0.2,-0.1,28.07.2022,-0.9,0.5,-1.4,13.08.2009,-0.1,0.7,-0.8,03.04.2006,NA,NA,-2.3,25.10.2007,-1.7265231,1.5,-3.2265231,27.09.2007,0.795,0.83,-0.035,27.03.2009,57.3,56.6,0.7,05.12.2008,0.494233937,0.2,0.2,16.03.2006,0.05025126,0.1,0,09.03.2006,-68.513,-66.3,-2.2,17.03.2006,0.7,0.7,0
07.04.2006,211,195,16,07.04.2006,4.7,4.8,-0.1,19.04.2006,0.343980344,0.2,0.1,27.10.2022,2.6,2.4,0.2,15.09.2009,2.7,2,0.7,01.05.2006,NA,NA,2.3,28.11.2007,-0.4160707,0.3,-0.7160707,25.10.2007,0.77,0.775,-0.005,01.05.2009,65.1,61.9,3.2,09.01.2009,0.327868852,0.2,0.1,19.04.2006,0.35158212,0.4,0,12.04.2006,-65.742,-67.3,1.6,14.04.2006,0.6,0.4,0.2
05.05.2006,138,198,-60,05.05.2006,4.7,4.7,0,17.05.2006,0.293829579,0.2,0.1,26.01.2023,2.9,2.6,0.3,14.10.2009,-1.5,-2.1,0.6,01.06.2006,NA,NA,-1.6,27.12.2007,0.07412242,3,-2.92587758,29.11.2007,0.728,0.753,-0.025,29.05.2009,68.7,68,0.7,06.02.2009,0.544662309,0.2,0.1,17.05.2006,0.6006006,0.5,0.1,12.05.2006,-62,-66.9,4.9,16.05.2006,0.8,0.4,0.4
02.06.2006,75,173,-98,02.06.2006,4.6,4.7,-0.1,14.06.2006,0.29296875,0.2,0.1,27.04.2023,1.1,2,-0.9,16.11.2009,1.4,1,0.4,03.07.2006,NA,NA,-1.1,29.01.2008,5.18397831,1.6,3.58397831,28.12.2007,0.647,0.72,-0.073,26.06.2009,70.8,69,1.8,06.03.2009,0.054171181,0.2,0,14.06.2006,0.44776119,0.4,0,09.06.2006,-63.426,-65,1.6,15.06.2006,-0.1,0.2,-0.3
07.07.2006,121,175,-54,07.07.2006,4.6,4.6,0,19.07.2006,0.29211295,0.2,0.1,27.07.2023,2.4,1.8,0.6,11.12.2009,1.3,0.7,0.6,01.08.2006,NA,NA,0.7,27.02.2008,-5.3266126,-3.5,-1.8266126,28.01.2008,0.604,0.645,-0.041,24.07.2009,66,65,1,03.04.2009,0.162425555,0.2,0,19.07.2006,0.19811788,0.2,0,12.07.2006,-63.835,-64.5,0.7,17.07.2006,0.8,0.5,0.3
04.08.2006,113,150,-37,04.08.2006,4.8,4.6,0.2,16.08.2006,0.194174757,0.3,-0.1,26.10.2023,4.9,4.3,0.6,14.01.2010,-0.3,0.5,-0.8,01.09.2006,NA,NA,-0.5,26.03.2008,-1.6761654,0.7,-2.3761654,27.02.2008,0.588,0.6,-0.012,28.08.2009,65.7,64.3,1.4,08.05.2009,0.054054054,0.2,-0.1,16.08.2006,0.44488384,0.4,0,10.08.2006,-64.804,-64.9,0.1,16.08.2006,0.4,0.5,-0.1
01.09.2006,128,125,3,01.09.2006,4.7,4.7,0,15.09.2006,0.242248062,0.2,0,25.01.2024,3.3,2,1.3,12.02.2010,0.5,0.3,0.2,02.10.2006,NA,NA,-1.1,24.04.2008,-0.3067888,0.6,-0.9067888,26.03.2008,0.59,0.575,0.015,25.09.2009,73.5,70.3,3.2,05.06.2009,0.162074554,0.2,-0.1,15.09.2006,0.24606299,0.3,-0.1,12.09.2006,-68.044,-65.5,-2.5,15.09.2006,-0.1,0.2,-0.3
06.10.2006,51,125,-74,06.10.2006,4.6,4.7,-0.1,18.10.2006,0.241662639,0.2,0,25.04.2024,1.6,2.4,-0.8,12.03.2010,0.3,-0.2,0.5,01.11.2006,NA,NA,-1.9,28.05.2008,-0.4803854,-1.1,0.6196146,24.04.2008,0.526,0.58,-0.054,30.10.2009,70.6,70,0.6,02.07.2009,-0.053937433,0.1,-0.1,18.10.2006,-0.490918,0.2,-0.7,12.10.2006,-69.857,-66,-3.9,17.10.2006,-0.6,-0.2,-0.4
03.11.2006,92,133,-41,03.11.2006,4.4,4.6,-0.2,16.11.2006,0.096432015,0.2,-0.1,25.07.2024,2.8,2,0.8,14.04.2010,1.6,1.2,0.4,01.12.2006,NA,NA,-2.6,25.06.2008,0.03464987,0,0.03464987,27.05.2008,0.526,0.522,0.004,25.11.2009,67.4,67,0.4,07.08.2009,0.161899622,0.1,0.1,16.11.2006,-0.4933399,-0.3,-0.2,09.11.2006,-64.3,-66.1,1.8,16.11.2006,0.2,0.2,0
